_ID;Project;Payment Done; Amount ;Program
373403017;UKR-000284 BHA;YES;52 320;MPCA | CashForRent
373403026;UKR-000284 BHA;YES;13 320;MPCA
373403063;UKR-000284 BHA;YES;19 980;MPCA
373403091;UKR-000284 BHA;YES;6 660;MPCA
373403104;UKR-000284 BHA;YES;19 980;MPCA
373403114;UKR-000284 BHA;YES;26 640;MPCA
373403164;UKR-000284 BHA;NO;19 980;MPCA
373403613;UKR-000284 BHA;YES;13 320;MPCA
373450920;UKR-000284 BHA;YES;39 960;MPCA
373450945;UKR-000284 BHA;YES;33 300;MPCA
373450970;UKR-000284 BHA;YES;6 660;MPCA
373451015;UKR-000284 BHA;YES;26 640;MPCA
373451046;UKR-000284 BHA;YES;26 640;MPCA
373451066;UKR-000284 BHA;YES;26 640;MPCA
373451079;UKR-000284 BHA;YES;33 300;MPCA
373451095;UKR-000284 BHA;YES;26 640;MPCA
373451113;UKR-000284 BHA;YES;26 640;MPCA
373451127;UKR-000284 BHA;YES;33 300;MPCA
373451143;UKR-000284 BHA;YES;26 640;MPCA
373451171;UKR-000284 BHA;YES;26 640;MPCA
373451192;UKR-000284 BHA;YES;13 320;MPCA
373451201;UKR-000284 BHA;YES;26 640;MPCA
373451223;UKR-000284 BHA;YES;6 660;MPCA
373451233;UKR-000284 BHA;YES;13 320;MPCA
373451255;UKR-000284 BHA;YES;6 660;MPCA
373470072;UKR-000284 BHA;YES;26 640;MPCA
373470084;UKR-000284 BHA;YES;19 980;MPCA
373470106;UKR-000284 BHA;NO;26 640;MPCA
373470120;UKR-000284 BHA;YES;26 640;MPCA
373470134;UKR-000284 BHA;YES;13 320;MPCA
373470149;UKR-000284 BHA;YES;26 640;MPCA
373470163;UKR-000284 BHA;YES;26 640;MPCA
373470181;UKR-000284 BHA;YES;33 300;MPCA
373470207;UKR-000284 BHA;YES;13 320;MPCA
373470225;UKR-000284 BHA;NO;26 640;MPCA
373470240;UKR-000284 BHA;YES;26 640;MPCA
373470260;UKR-000284 BHA;YES;6 660;MPCA
373470275;UKR-000284 BHA;YES;13 320;MPCA
373470291;UKR-000284 BHA;YES;26 640;MPCA
373470302;UKR-000284 BHA;YES;26 640;MPCA
373470316;UKR-000284 BHA;YES;19 980;MPCA
373470332;UKR-000284 BHA;YES;19 980;MPCA
373470344;UKR-000284 BHA;YES;13 320;MPCA
373470357;UKR-000284 BHA;YES;6 660;MPCA
373470395;UKR-000284 BHA;YES;13 320;MPCA
373485243;UKR-000284 BHA;YES;26 640;MPCA
373485261;UKR-000284 BHA;YES;19 980;MPCA
373485427;UKR-000284 BHA;YES;19 980;MPCA
373485455;UKR-000284 BHA;YES;13 320;MPCA
373485507;UKR-000284 BHA;NO;13 320;MPCA
373539727;UKR-000284 BHA;NO;6 660;MPCA
373924466;UKR-000284 BHA;YES;6 660;MPCA
373924481;UKR-000284 BHA;NO;13 320;MPCA
373924510;UKR-000284 BHA;YES;13 320;MPCA
373924685;UKR-000284 BHA;YES;26 640;MPCA
373924706;UKR-000284 BHA;YES;19 980;MPCA
373924722;UKR-000284 BHA;YES;2 220;MPCA
373924827;UKR-000284 BHA;YES;6 660;MPCA
373924854;UKR-000284 BHA;YES;19 980;MPCA
373924877;UKR-000284 BHA;YES;26 640;MPCA
373924898;UKR-000284 BHA;YES;13 320;MPCA
373924943;UKR-000284 BHA;YES;13 320;MPCA
373924961;UKR-000284 BHA;YES;19 980;MPCA
373924987;UKR-000284 BHA;YES;13 320;MPCA
373925035;UKR-000284 BHA;YES;19 980;MPCA
373925081;UKR-000284 BHA;NO;33 300;MPCA
373925103;UKR-000284 BHA;YES;13 320;MPCA
373925129;UKR-000284 BHA;YES;19 980;MPCA
373925169;UKR-000284 BHA;YES;26 640;MPCA
373925195;UKR-000284 BHA;YES;33 300;MPCA
373928906;UKR-000284 BHA;NO;19 980;MPCA
373928923;UKR-000284 BHA;NO;13 320;MPCA
373928935;UKR-000284 BHA;YES;26 640;MPCA
373928965;UKR-000284 BHA;YES;13 320;MPCA
373928981;UKR-000284 BHA;YES;19 980;MPCA
373928986;UKR-000284 BHA;YES;26 640;MPCA
373928994;UKR-000284 BHA;YES;19 980;MPCA
373929010;UKR-000284 BHA;YES;19 980;MPCA
373929023;UKR-000284 BHA;NO;6 660;MPCA
373929031;UKR-000284 BHA;YES;19 980;MPCA
373929038;UKR-000284 BHA;YES;19 980;MPCA
373929053;UKR-000284 BHA;YES;13 320;MPCA
373929060;UKR-000284 BHA;NO;13 320;MPCA
373929069;UKR-000284 BHA;YES;19 980;MPCA
373929081;UKR-000284 BHA;NO;19 980;MPCA
373929083;UKR-000284 BHA;YES;13 320;MPCA
373929099;UKR-000284 BHA;YES;19 980;MPCA
373929113;UKR-000284 BHA;YES;6 660;MPCA
373929135;UKR-000284 BHA;YES;13 320;MPCA
373929145;UKR-000284 BHA;YES;13 320;MPCA
373929159;UKR-000284 BHA;YES;19 980;MPCA
373929181;UKR-000284 BHA;YES;6 660;MPCA
373929203;UKR-000284 BHA;YES;19 980;MPCA
373929223;UKR-000284 BHA;NO;19 980;MPCA
373929241;UKR-000284 BHA;YES;13 320;MPCA
373929260;UKR-000284 BHA;NO;6 660;MPCA
373929266;UKR-000284 BHA;YES;13 320;MPCA
373929272;UKR-000284 BHA;YES;13 320;MPCA
373929866;UKR-000284 BHA;YES;19 980;MPCA
373929894;UKR-000284 BHA;YES;13 320;MPCA
373929979;UKR-000284 BHA;YES;19 980;MPCA
373930008;UKR-000284 BHA;YES;19 980;MPCA
373930082;UKR-000284 BHA;YES;26 640;MPCA
373936118;UKR-000284 BHA;YES;6 660;MPCA
373936157;UKR-000284 BHA;YES;19 980;MPCA
373936178;UKR-000284 BHA;YES;26 640;MPCA
373936213;UKR-000284 BHA;YES;19 980;MPCA
373936365;UKR-000284 BHA;YES;33 300;MPCA
373936390;UKR-000284 BHA;YES;13 320;MPCA
373936413;UKR-000284 BHA;YES;19 980;MPCA
373936447;UKR-000284 BHA;YES;13 320;MPCA
373936513;UKR-000284 BHA;YES;13 320;MPCA
373936566;UKR-000284 BHA;YES;26 640;MPCA
373936586;UKR-000284 BHA;NO;19 980;MPCA
373936620;UKR-000284 BHA;YES;33 300;MPCA
373936646;UKR-000284 BHA;YES;33 300;MPCA
373936698;UKR-000284 BHA;YES;58 980;MPCA | CashForRent
373936715;UKR-000284 BHA;YES;32 820;MPCA | CashForRent
373937726;UKR-000284 BHA;YES;13 320;MPCA
373943234;UKR-000284 BHA;YES;8 880;MPCA
373943295;UKR-000284 BHA;YES;13 320;MPCA
373943328;UKR-000284 BHA;NO;19 980;MPCA
373943370;UKR-000284 BHA;YES;19 980;MPCA
373943397;UKR-000284 BHA;YES;13 320;MPCA
373943447;UKR-000284 BHA;YES;13 320;MPCA
373943458;UKR-000284 BHA;YES;26 640;MPCA
373943468;UKR-000284 BHA;YES;26 640;MPCA
373943486;UKR-000284 BHA;NO;19 980;MPCA
373943502;UKR-000284 BHA;YES;33 300;MPCA
373943521;UKR-000284 BHA;YES;13 320;MPCA
373943602;UKR-000284 BHA;YES;19 980;MPCA
373943657;UKR-000284 BHA;YES;19 980;MPCA
373943671;UKR-000284 BHA;YES;13 320;MPCA
376743959;UKR-000284 BHA;YES;26 640;MPCA
376747359;UKR-000284 BHA;YES;26 640;MPCA
376754233;UKR-000284 BHA;YES;6 660;MPCA
376783575;UKR-000284 BHA;YES;19 980;MPCA
376800864;UKR-000284 BHA;YES;19 980;MPCA
376812746;UKR-000284 BHA;YES;13 320;MPCA
377135070;UKR-000284 BHA;NO;26 640;MPCA
377149085;UKR-000284 BHA;YES;19 980;MPCA
377149122;UKR-000284 BHA;YES;68 640;MPCA | CashForRent
377155475;UKR-000284 BHA;YES;6 660;MPCA
377155491;UKR-000284 BHA;YES;6 660;MPCA
377155511;UKR-000284 BHA;YES;6 660;MPCA
377155545;UKR-000284 BHA;YES;13 320;MPCA
377155578;UKR-000284 BHA;YES;6 660;MPCA
377155607;UKR-000284 BHA;YES;13 320;MPCA
377155632;UKR-000284 BHA;YES;6 660;MPCA
377159490;UKR-000284 BHA;YES;6 660;MPCA
377159605;UKR-000284 BHA;YES;6 660;MPCA
377159609;UKR-000284 BHA;YES;26 640;MPCA
377161931;UKR-000284 BHA;YES;19 980;MPCA
380171303;UKR-000284 BHA;YES;13 320;MPCA
382444903;UKR-000284 BHA;NO;26 640;MPCA
382444912;UKR-000284 BHA;YES;13 320;MPCA
382444925;UKR-000284 BHA;YES;13 320;MPCA
382444938;UKR-000284 BHA;YES;6 660;MPCA
382444946;UKR-000284 BHA;YES;13 320;MPCA
382444953;UKR-000284 BHA;YES;6 660;MPCA
382444964;UKR-000284 BHA;YES;6 660;MPCA
382445329;UKR-000284 BHA;YES;33 300;MPCA
382445340;UKR-000284 BHA;YES;26 640;MPCA
382445351;UKR-000284 BHA;YES;13 320;MPCA
382445366;UKR-000284 BHA;YES;26 640;MPCA
382445376;UKR-000284 BHA;YES;6 660;MPCA
382445385;UKR-000284 BHA;YES;33 300;MPCA
382445394;UKR-000284 BHA;YES;13 320;MPCA
382445406;UKR-000284 BHA;YES;13 320;MPCA
382445815;UKR-000284 BHA;YES;33 300;MPCA
382445822;UKR-000284 BHA;YES;6 660;MPCA
382445826;UKR-000284 BHA;YES;6 660;MPCA
382445830;UKR-000284 BHA;YES;33 300;MPCA
382450978;UKR-000284 BHA;YES;46 620;MPCA
382450988;UKR-000284 BHA;NO;13 320;MPCA
382450994;UKR-000284 BHA;YES;19 980;MPCA
382451002;UKR-000284 BHA;YES;13 320;MPCA
382451011;UKR-000284 BHA;YES;13 320;MPCA
382451017;UKR-000284 BHA;YES;6 660;MPCA
382451029;UKR-000284 BHA;YES;26 640;MPCA
382451036;UKR-000284 BHA;YES;13 320;MPCA
382451047;UKR-000284 BHA;YES;6 660;MPCA
382451057;UKR-000284 BHA;YES;13 320;MPCA
382451065;UKR-000284 BHA;YES;13 320;MPCA
382451072;UKR-000284 BHA;NO;13 320;MPCA
382451079;UKR-000284 BHA;YES;6 660;MPCA
382451090;UKR-000284 BHA;NO;13 320;MPCA
382451103;UKR-000284 BHA;YES;6 660;MPCA
382451110;UKR-000284 BHA;YES;13 320;MPCA
382451115;UKR-000284 BHA;YES;13 320;MPCA
382451124;UKR-000284 BHA;YES;6 660;MPCA
382451128;UKR-000284 BHA;YES;13 320;MPCA
382451134;UKR-000284 BHA;YES;6 660;MPCA
382451138;UKR-000284 BHA;YES;13 320;MPCA
382453694;UKR-000284 BHA;YES;13 320;MPCA
382453706;UKR-000284 BHA;YES;13 320;MPCA
382453722;UKR-000284 BHA;YES;6 660;MPCA
382453733;UKR-000284 BHA;YES;6 660;MPCA
382453743;UKR-000284 BHA;YES;13 320;MPCA
382453747;UKR-000284 BHA;YES;13 320;MPCA
382453763;UKR-000284 BHA;YES;19 980;MPCA
382453774;UKR-000284 BHA;YES;13 320;MPCA
382453781;UKR-000284 BHA;YES;13 320;MPCA
382453791;UKR-000284 BHA;YES;13 320;MPCA
382453798;UKR-000284 BHA;YES;6 660;MPCA
382453817;UKR-000284 BHA;YES;33 300;MPCA
382453831;UKR-000284 BHA;YES;13 320;MPCA
382453847;UKR-000284 BHA;YES;6 660;MPCA
382453897;UKR-000284 BHA;YES;6 660;MPCA
382453919;UKR-000284 BHA;YES;6 660;MPCA
382453929;UKR-000284 BHA;NO;6 660;MPCA
382453941;UKR-000284 BHA;YES;2 220;MPCA
382453958;UKR-000284 BHA;YES;13 320;MPCA
382454003;UKR-000284 BHA;YES;6 660;MPCA
382454035;UKR-000284 BHA;YES;6 660;MPCA
382454046;UKR-000284 BHA;YES;13 320;MPCA
382454064;UKR-000284 BHA;NO;19 980;MPCA
382454072;UKR-000284 BHA;YES;6 660;MPCA
382454081;UKR-000284 BHA;YES;6 660;MPCA
382454107;UKR-000284 BHA;YES;13 320;MPCA
382454116;UKR-000284 BHA;YES;6 660;MPCA
382454118;UKR-000284 BHA;YES;26 640;MPCA
382454123;UKR-000284 BHA;YES;6 660;MPCA
382454124;UKR-000284 BHA;YES;6 660;MPCA
382454126;UKR-000284 BHA;YES;6 660;MPCA
382454132;UKR-000284 BHA;YES;6 660;MPCA
382454135;UKR-000284 BHA;YES;6 660;MPCA
382454138;UKR-000284 BHA;YES;19 980;MPCA
382454141;UKR-000284 BHA;YES;6 660;MPCA
382454143;UKR-000284 BHA;YES;19 980;MPCA
382454147;UKR-000284 BHA;YES;13 320;MPCA
382454149;UKR-000284 BHA;YES;19 980;MPCA
382454153;UKR-000284 BHA;YES;6 660;MPCA
382454154;UKR-000284 BHA;YES;33 300;MPCA
382454160;UKR-000284 BHA;YES;13 320;MPCA
382454163;UKR-000284 BHA;YES;13 320;MPCA
382454165;UKR-000284 BHA;YES;13 320;MPCA
382454168;UKR-000284 BHA;YES;19 980;MPCA
382454172;UKR-000284 BHA;YES;2 220;MPCA
382454175;UKR-000284 BHA;YES;6 660;MPCA
382454176;UKR-000284 BHA;YES;19 980;MPCA
382454179;UKR-000284 BHA;YES;6 660;MPCA
382454181;UKR-000284 BHA;YES;6 660;MPCA
382454183;UKR-000284 BHA;YES;19 980;MPCA
382454186;UKR-000284 BHA;YES;4 440;MPCA
382454189;UKR-000284 BHA;YES;13 320;MPCA
382454193;UKR-000284 BHA;YES;13 320;MPCA
382454196;UKR-000284 BHA;YES;26 640;MPCA
382454200;UKR-000284 BHA;YES;6 660;MPCA
382454206;UKR-000284 BHA;YES;13 320;MPCA
382454208;UKR-000284 BHA;YES;6 660;MPCA
382454213;UKR-000284 BHA;YES;33 300;MPCA
382454218;UKR-000284 BHA;YES;6 660;MPCA
382735259;UKR-000284 BHA;YES;6 660;MPCA
382735299;UKR-000284 BHA;YES;13 320;MPCA
382735330;UKR-000284 BHA;YES;13 320;MPCA
382735374;UKR-000284 BHA;YES;19 980;MPCA
382735398;UKR-000284 BHA;YES;33 300;MPCA
382735422;UKR-000284 BHA;YES;13 320;MPCA
382735455;UKR-000284 BHA;YES;19 980;MPCA
382735479;UKR-000284 BHA;YES;19 980;MPCA
382735501;UKR-000284 BHA;YES;19 980;MPCA
382735518;UKR-000284 BHA;YES;26 640;MPCA
382735539;UKR-000284 BHA;YES;6 660;MPCA
382735561;UKR-000284 BHA;YES;26 640;MPCA
382735585;UKR-000284 BHA;NO;33 300;MPCA
382735594;UKR-000284 BHA;YES;13 320;MPCA
382735611;UKR-000284 BHA;YES;19 980;MPCA
382735627;UKR-000284 BHA;YES;13 320;MPCA
382735645;UKR-000284 BHA;YES;19 980;MPCA
382735666;UKR-000284 BHA;YES;19 980;MPCA
382735673;UKR-000284 BHA;YES;26 640;MPCA
382735678;UKR-000284 BHA;YES;19 980;MPCA
382735686;UKR-000284 BHA;YES;26 640;MPCA
382735693;UKR-000284 BHA;YES;13 320;MPCA
382736283;UKR-000284 BHA;YES;39 960;MPCA
382736291;UKR-000284 BHA;YES;39 960;MPCA
382736299;UKR-000284 BHA;NO;33 300;MPCA
382736316;UKR-000284 BHA;NO;19 980;MPCA
382736328;UKR-000284 BHA;NO;26 640;MPCA
382736337;UKR-000284 BHA;YES;63 980;MPCA | CashForRent
382736343;UKR-000284 BHA;YES;13 320;MPCA
382736351;UKR-000284 BHA;YES;13 320;MPCA
382736358;UKR-000284 BHA;YES;39 960;MPCA
382736364;UKR-000284 BHA;YES;13 320;MPCA
382736370;UKR-000284 BHA;YES;13 320;MPCA
382736384;UKR-000284 BHA;YES;26 640;MPCA
382736405;UKR-000284 BHA;NO;33 300;MPCA
382736416;UKR-000284 BHA;NO;39 960;MPCA
382736425;UKR-000284 BHA;YES;39 960;MPCA
382736433;UKR-000284 BHA;YES;26 640;MPCA
382736449;UKR-000284 BHA;YES;6 660;MPCA
382736458;UKR-000284 BHA;NO;19 980;MPCA
382736466;UKR-000284 BHA;YES;26 640;MPCA
382736474;UKR-000284 BHA;YES;6 660;MPCA
382736479;UKR-000284 BHA;YES;4 440;MPCA
382736487;UKR-000284 BHA;YES;26 640;MPCA
382736489;UKR-000284 BHA;YES;19 980;MPCA
382736495;UKR-000284 BHA;YES;33 300;MPCA
382737255;UKR-000284 BHA;YES;19 980;MPCA
382737287;UKR-000284 BHA;NO;26 640;MPCA
382737311;UKR-000284 BHA;YES;13 320;MPCA
382737342;UKR-000284 BHA;YES;19 980;MPCA
382737374;UKR-000284 BHA;YES;26 640;MPCA
382737404;UKR-000284 BHA;YES;26 640;MPCA
382737431;UKR-000284 BHA;YES;33 300;MPCA
382737447;UKR-000284 BHA;YES;26 640;MPCA
382737465;UKR-000284 BHA;YES;39 960;MPCA
382737477;UKR-000284 BHA;YES;26 640;MPCA
382737488;UKR-000284 BHA;YES;39 960;MPCA
382737497;UKR-000284 BHA;NO;19 980;MPCA
382737510;UKR-000284 BHA;YES;19 980;MPCA
382737520;UKR-000284 BHA;YES;26 640;MPCA
382737531;UKR-000284 BHA;YES;39 960;MPCA
382737540;UKR-000284 BHA;YES;33 300;MPCA
382737554;UKR-000284 BHA;YES;8 880;MPCA
382737565;UKR-000284 BHA;NO;13 320;MPCA
382737581;UKR-000284 BHA;YES;13 320;MPCA
382737603;UKR-000284 BHA;YES;2 220;MPCA
382737623;UKR-000284 BHA;YES;19 980;MPCA
383978494;UKR-000284 BHA;YES;13 320;MPCA
383978525;UKR-000284 BHA;YES;6 660;MPCA
383978541;UKR-000284 BHA;YES;19 980;MPCA
383978573;UKR-000284 BHA;YES;13 320;MPCA
383978595;UKR-000284 BHA;YES;19 980;MPCA
383978622;UKR-000284 BHA;YES;6 660;MPCA
383984686;UKR-000284 BHA;YES;6 660;MPCA
383984702;UKR-000284 BHA;YES;6 660;MPCA
383984715;UKR-000284 BHA;YES;6 660;MPCA
383984727;UKR-000284 BHA;YES;6 660;MPCA
383984738;UKR-000284 BHA;YES;19 980;MPCA
384027551;UKR-000284 BHA;YES;6 660;MPCA
384027567;UKR-000284 BHA;YES;13 320;MPCA
384027582;UKR-000284 BHA;YES;6 660;MPCA
384027589;UKR-000284 BHA;YES;6 660;MPCA
384027605;UKR-000284 BHA;YES;6 660;MPCA
384027623;UKR-000284 BHA;YES;6 660;MPCA
384390662;UKR-000284 BHA;YES;39 960;MPCA
384390707;UKR-000284 BHA;YES;19 980;MPCA
384390743;UKR-000284 BHA;YES;13 320;MPCA
384390762;UKR-000284 BHA;YES;19 980;MPCA
384390780;UKR-000284 BHA;YES;13 320;MPCA
384390801;UKR-000284 BHA;YES;26 640;MPCA
384390833;UKR-000284 BHA;YES;4 440;MPCA
384390854;UKR-000284 BHA;YES;26 640;MPCA
384390875;UKR-000284 BHA;NO;26 640;MPCA
384390887;UKR-000284 BHA;YES;19 980;MPCA
384390898;UKR-000284 BHA;YES;13 320;MPCA
384390916;UKR-000284 BHA;YES;19 980;MPCA
384390927;UKR-000284 BHA;YES;13 320;MPCA
384390943;UKR-000284 BHA;YES;6 660;MPCA
384390970;UKR-000284 BHA;YES;13 320;MPCA
384391007;UKR-000284 BHA;YES;33 300;MPCA
384391059;UKR-000284 BHA;YES;13 320;MPCA
384391096;UKR-000284 BHA;YES;19 980;MPCA
384391374;UKR-000284 BHA;YES;13 320;MPCA
384391399;UKR-000284 BHA;YES;26 640;MPCA
384391417;UKR-000284 BHA;YES;6 660;MPCA
384391423;UKR-000284 BHA;YES;6 660;MPCA
384391431;UKR-000284 BHA;YES;6 660;MPCA
384391443;UKR-000284 BHA;YES;6 660;MPCA
384391459;UKR-000284 BHA;YES;19 980;MPCA
384391468;UKR-000284 BHA;YES;19 980;MPCA
384391483;UKR-000284 BHA;YES;6 660;MPCA
384391502;UKR-000284 BHA;YES;13 320;MPCA
384391516;UKR-000284 BHA;NO;26 640;MPCA
384391547;UKR-000284 BHA;YES;13 320;MPCA
384391587;UKR-000284 BHA;YES;6 660;MPCA
384391619;UKR-000284 BHA;YES;6 660;MPCA
384391647;UKR-000284 BHA;YES;13 320;MPCA
384391668;UKR-000284 BHA;YES;13 320;MPCA
384391681;UKR-000284 BHA;YES;6 660;MPCA
384392069;UKR-000284 BHA;YES;6 660;MPCA
384392096;UKR-000284 BHA;YES;13 320;MPCA
384392110;UKR-000284 BHA;YES;6 660;MPCA
384392144;UKR-000284 BHA;YES;6 660;MPCA
384392164;UKR-000284 BHA;YES;19 980;MPCA
384392181;UKR-000284 BHA;YES;13 320;MPCA
384392199;UKR-000284 BHA;YES;6 660;MPCA
384392242;UKR-000284 BHA;YES;6 660;MPCA
384392286;UKR-000284 BHA;YES;13 320;MPCA
384392315;UKR-000284 BHA;YES;13 320;MPCA
384392350;UKR-000284 BHA;YES;13 320;MPCA
384392375;UKR-000284 BHA;YES;13 320;MPCA
384392425;UKR-000284 BHA;YES;6 660;MPCA
384392462;UKR-000284 BHA;YES;13 320;MPCA
384392486;UKR-000284 BHA;YES;6 660;MPCA
384392985;UKR-000284 BHA;NO;19 980;MPCA
384393926;UKR-000284 BHA;YES;13 320;MPCA
384394524;UKR-000284 BHA;YES;26 640;MPCA
384394570;UKR-000284 BHA;YES;13 320;MPCA
384394592;UKR-000284 BHA;YES;6 660;MPCA
384394620;UKR-000284 BHA;YES;26 640;MPCA
384394657;UKR-000284 BHA;YES;33 300;MPCA
384394683;UKR-000284 BHA;YES;19 980;MPCA
384394719;UKR-000284 BHA;YES;13 320;MPCA
384394729;UKR-000284 BHA;YES;6 660;MPCA
384394744;UKR-000284 BHA;YES;13 320;MPCA
384394759;UKR-000284 BHA;YES;13 320;MPCA
384394777;UKR-000284 BHA;YES;13 320;MPCA
384394803;UKR-000284 BHA;YES;19 980;MPCA
384394819;UKR-000284 BHA;YES;33 300;MPCA
384394853;UKR-000284 BHA;YES;13 320;MPCA
384394964;UKR-000284 BHA;YES;13 320;MPCA
384394981;UKR-000284 BHA;YES;13 320;MPCA
384394993;UKR-000284 BHA;YES;13 320;MPCA
384395106;UKR-000284 BHA;YES;13 320;MPCA
384395119;UKR-000284 BHA;YES;6 660;MPCA
384438882;UKR-000284 BHA;YES;19 980;MPCA
384438895;UKR-000284 BHA;YES;6 660;MPCA
384459354;UKR-000284 BHA;YES;19 980;MPCA
384634025;UKR-000284 BHA;YES;6 660;MPCA
384695414;UKR-000284 BHA;YES;13 320;MPCA
384695427;UKR-000284 BHA;YES;6 660;MPCA
384709091;UKR-000284 BHA;YES;13 320;MPCA
384773329;UKR-000284 BHA;YES;33 300;MPCA
384773359;UKR-000284 BHA;YES;26 640;MPCA
384773408;UKR-000284 BHA;YES;33 300;MPCA
384773530;UKR-000284 BHA;YES;19 980;MPCA
384773701;UKR-000284 BHA;YES;19 980;MPCA
384779593;UKR-000284 BHA;YES;26 640;MPCA
384783911;UKR-000284 BHA;YES;6 660;MPCA
384783918;UKR-000284 BHA;YES;33 300;MPCA
384783942;UKR-000284 BHA;YES;19 980;MPCA
384783953;UKR-000284 BHA;YES;19 980;MPCA
384783959;UKR-000284 BHA;YES;19 980;MPCA
384783974;UKR-000284 BHA;YES;33 300;MPCA
384784044;UKR-000284 BHA;YES;46 620;MPCA
384784272;UKR-000284 BHA;YES;6 660;MPCA
384785207;UKR-000284 BHA;YES;19 980;MPCA
384785252;UKR-000284 BHA;YES;13 320;MPCA
384785271;UKR-000284 BHA;YES;39 960;MPCA
384785294;UKR-000284 BHA;YES;26 640;MPCA
384785323;UKR-000284 BHA;YES;19 980;MPCA
384798861;UKR-000284 BHA;YES;39 960;MPCA
386568116;UKR-000284 BHA;YES;42 000;CashForRent
386568126;UKR-000284 BHA;YES;44 000;CashForRent
386568138;UKR-000284 BHA;YES;24 500;CashForRent
386568149;UKR-000284 BHA;YES;19 500;CashForRent
386568163;UKR-000284 BHA;YES;30 500;CashForRent
386568178;UKR-000284 BHA;YES;44 000;CashForRent
386568188;UKR-000284 BHA;YES;47 000;CashForRent
386568201;UKR-000284 BHA;YES;39 000;CashForRent
386568213;UKR-000284 BHA;YES;44 000;CashForRent
386568217;UKR-000284 BHA;YES;19 500;CashForRent
386578690;UKR-000284 BHA;YES;24 500;CashForRent
386578708;UKR-000284 BHA;YES;39 000;CashForRent
386578715;UKR-000284 BHA;YES;19 500;CashForRent
386578723;UKR-000284 BHA;YES;19 500;CashForRent
386578732;UKR-000284 BHA;YES;25 500;CashForRent
386578738;UKR-000284 BHA;YES;42 000;CashForRent
386578741;UKR-000284 BHA;YES;19 500;CashForRent
386578753;UKR-000284 BHA;YES;30 500;CashForRent
386578818;UKR-000284 BHA;YES;47 000;CashForRent
386578822;UKR-000284 BHA;YES;24 500;CashForRent
386584101;UKR-000284 BHA;YES;19 500;CashForRent
386584114;UKR-000284 BHA;YES;19 500;CashForRent
386584121;UKR-000284 BHA;YES;26 000;CashForRent
386584133;UKR-000284 BHA;YES;25 500;CashForRent
386584144;UKR-000284 BHA;YES;24 500;CashForRent
386584154;UKR-000284 BHA;YES;21 000;CashForRent
386584167;UKR-000284 BHA;YES;39 000;CashForRent
386584179;UKR-000284 BHA;YES;19 500;CashForRent
386584191;UKR-000284 BHA;YES;19 500;CashForRent
386584203;UKR-000284 BHA;YES;19 500;CashForRent
386584216;UKR-000284 BHA;YES;44 000;CashForRent
386584225;UKR-000284 BHA;YES;47 000;CashForRent
386584232;UKR-000284 BHA;YES;47 000;CashForRent
386586132;UKR-000284 BHA;YES;19 500;CashForRent
386586145;UKR-000284 BHA;YES;21 000;CashForRent
386586155;UKR-000284 BHA;YES;19 500;CashForRent
386586176;UKR-000284 BHA;YES;26 000;CashForRent
386586200;UKR-000284 BHA;YES;19 500;CashForRent
386586206;UKR-000284 BHA;YES;47 000;CashForRent
386586216;UKR-000284 BHA;YES;24 500;CashForRent
386586224;UKR-000284 BHA;YES;44 000;CashForRent
387529790;UKR-000284 BHA;YES;42 000;CashForRent
391708989;UKR-000284 BHA;YES;44 000;CashForRent
391708995;UKR-000284 BHA;YES;47 000;CashForRent
391709037;UKR-000284 BHA;YES;44 000;CashForRent
391709042;UKR-000284 BHA;YES;44 000;CashForRent
391709047;UKR-000284 BHA;YES;44 000;CashForRent
391709057;UKR-000284 BHA;YES;47 000;CashForRent
391709064;UKR-000284 BHA;YES;44 000;CashForRent
391709065;UKR-000284 BHA;YES;44 000;CashForRent
391709071;UKR-000284 BHA;YES;44 000;CashForRent
391709074;UKR-000284 BHA;YES;44 000;CashForRent
391709439;UKR-000284 BHA;YES;44 000;CashForRent
391709445;UKR-000284 BHA;YES;44 000;CashForRent
391709450;UKR-000284 BHA;YES;44 000;CashForRent
391709461;UKR-000284 BHA;YES;44 000;CashForRent
391709465;UKR-000284 BHA;YES;44 000;CashForRent
391709467;UKR-000284 BHA;YES;44 000;CashForRent
394399578;UKR-000284 BHA;YES;24 500;CashForRent
394399595;UKR-000284 BHA;YES;39 000;CashForRent
394399606;UKR-000284 BHA;YES;51 000;CashForRent
394399644;UKR-000284 BHA;YES;19 500;CashForRent
394399678;UKR-000284 BHA;YES;39 000;CashForRent
394399695;UKR-000284 BHA;YES;39 000;CashForRent
394399727;UKR-000284 BHA;YES;39 000;CashForRent
394399759;UKR-000284 BHA;YES;39 000;CashForRent
394399791;UKR-000284 BHA;YES;39 000;CashForRent
394399812;UKR-000284 BHA;YES;39 000;CashForRent
394399842;UKR-000284 BHA;YES;39 000;CashForRent
394399862;UKR-000284 BHA;YES;39 000;CashForRent
394399889;UKR-000284 BHA;YES;39 000;CashForRent
394399906;UKR-000284 BHA;YES;39 000;CashForRent
394399929;UKR-000284 BHA;NO;6 660;MPCA
394399941;UKR-000284 BHA;YES;44 000;CashForRent
394399952;UKR-000284 BHA;YES;24 500;CashForRent
394399966;UKR-000284 BHA;NO;24 500;CashForRent
394399978;UKR-000284 BHA;YES;19 500;CashForRent
394400008;UKR-000284 BHA;YES;39 000;CashForRent
